"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2024-03-09,NA,"X8","RS24h",1.8
2024-03-09,NA,"X8","VVM10",2.6
2024-03-09,NA,"X8","DVM10",245
2024-03-09,"10:10:00","X8","VVX10",12.5
2024-03-09,"10:10:00","X8","DVVX10",236
2024-03-10,NA,"D5","TM",8.4
2024-03-10,"14:47:00","D5","TX",14.6
2024-03-10,"05:27:00","D5","TN",5.2
2024-03-10,NA,"D5","HRM",75
2024-03-10,"00:00:00","D5","HRX",100
2024-03-10,"13:34:00","D5","HRN",48
2024-03-10,NA,"D5","PM",950.8
2024-03-10,"23:59:00","D5","PX",956.7
2024-03-10,"01:28:00","D5","PN",946.9
2024-03-10,NA,"D5","PPT",2.1
2024-03-10,NA,"D5","RS24h",13
2024-03-10,NA,"D5","VVM10",4.1
2024-03-10,NA,"D5","DVM10",260
2024-03-10,"23:00:00","D5","VVX10",12.4
2024-03-10,"23:00:00","D5","DVVX10",309
2024-03-10,NA,"X2","TM",11.9
2024-03-10,"14:12:00","X2","TX",17.6
2024-03-10,"06:36:00","X2","TN",7
2024-03-10,NA,"X2","HRM",65
2024-03-10,"00:03:00","X2","HRX",90
2024-03-10,"14:23:00","X2","HRN",42
2024-03-10,NA,"X4","TM",12.2
2024-03-10,"14:10:00","X4","TX",17
2024-03-10,"06:03:00","X4","TN",8.5
2024-03-10,NA,"X4","HRM",60
2024-03-10,"00:22:00","X4","HRX",87
2024-03-10,"14:33:00","X4","HRN",38
2024-03-10,NA,"X4","PM",995.2
2024-03-10,"23:00:00","X4","PX",1001
2024-03-10,"01:30:00","X4","PN",991.4
2024-03-10,NA,"X4","PPT",0.2
2024-03-10,NA,"X4","RS24h",14.5
2024-03-10,NA,"X4","VVM10",2.6
2024-03-10,NA,"X4","DVM10",261
2024-03-10,"10:37:00","X4","VVX10",9.2
2024-03-10,"10:37:00","X4","DVVX10",242
2024-03-10,NA,"X8","TM",11.1
2024-03-10,"14:07:00","X8","TX",16.6
2024-03-10,"02:11:00","X8","TN",7.2
2024-03-10,NA,"X8","HRM",67
2024-03-10,"00:00:00","X8","HRX",100
2024-03-10,"14:07:00","X8","HRN",39
2024-03-10,NA,"X8","PM",989.5
2024-03-10,"23:49:00","X8","PX",995.1
2024-03-10,"01:28:00","X8","PN",985.6
2024-03-10,NA,"X8","PPT",0.3
2024-03-10,NA,"X8","RS24h",12.8
2024-03-10,NA,"X8","VVM10",2.6
2024-03-10,NA,"X8","DVM10",272
2024-03-10,"15:29:00","X8","VVX10",10.7
2024-03-10,"15:29:00","X8","DVVX10",312
2024-03-11,NA,"D5","TM",10
2024-03-11,"15:01:00","D5","TX",17
2024-03-11,"05:44:00","D5","TN",5.9
2024-03-11,NA,"D5","HRM",65
2024-03-11,"18:07:00","D5","HRX",90
2024-03-11,"15:31:00","D5","HRN",41
2024-03-11,NA,"D5","PM",962.4
2024-03-11,"23:59:00","D5","PX",969.6
2024-03-11,"00:00:00","D5","PN",956.5
2024-03-11,NA,"D5","PPT",0
2024-03-11,NA,"D5","RS24h",19.2
2024-03-11,NA,"D5","VVM10",5.5
2024-03-11,NA,"D5","DVM10",324
2024-03-11,"06:17:00","D5","VVX10",15.3
2024-03-11,"06:17:00","D5","DVVX10",321
2024-03-11,NA,"X2","TM",13.3
2024-03-11,"14:18:00","X2","TX",20
2024-03-11,"01:32:00","X2","TN",9.4
2024-03-11,NA,"X2","HRM",61
2024-03-11,"23:49:00","X2","HRX",83
2024-03-11,"15:33:00","X2","HRN",35
2024-03-11,NA,"X4","TM",13.6
2024-03-11,"14:16:00","X4","TX",19.4
2024-03-11,"06:02:00","X4","TN",9.7
2024-03-11,NA,"X4","HRM",54
2024-03-11,"20:10:00","X4","HRX",72
2024-03-11,"15:35:00","X4","HRN",32
2024-03-11,NA,"X4","PM",1007.1
2024-03-11,"23:59:00","X4","PX",1014.6
2024-03-11,"00:31:00","X4","PN",1000.9
2024-03-11,NA,"X4","PPT",0
2024-03-11,NA,"X4","RS24h",18.9
2024-03-11,NA,"X4","VVM10",2.4
2024-03-11,NA,"X4","DVM10",323
2024-03-11,"14:51:00","X4","VVX10",11.1
2024-03-11,"14:51:00","X4","DVVX10",311
2024-03-11,NA,"X8","TM",13.1
2024-03-11,"14:34:00","X8","TX",19.1
2024-03-11,"06:00:00","X8","TN",8.8
2024-03-11,NA,"X8","HRM",54
2024-03-11,"18:04:00","X8","HRX",71
2024-03-11,"15:44:00","X8","HRN",34
2024-03-11,NA,"X8","PM",1001.2
2024-03-11,"23:53:00","X8","PX",1008.8
2024-03-11,"00:00:00","X8","PN",995.1
2024-03-11,NA,"X8","PPT",0
2024-03-11,NA,"X8","RS24h",18.7
2024-03-11,NA,"X8","VVM10",4.2
2024-03-11,NA,"X8","DVM10",313
2024-03-11,"07:00:00","X8","VVX10",12.7
2024-03-11,"07:00:00","X8","DVVX10",330
2024-03-12,NA,"D5","TM",10.3
2024-03-12,"15:35:00","D5","TX",15.2
2024-03-12,"06:12:00","D5","TN",6.2
2024-03-12,NA,"D5","HRM",68
2024-03-12,"18:31:00","D5","HRX",87
2024-03-12,"20:18:00","D5","HRN",56
2024-03-12,NA,"D5","PM",972.3
2024-03-12,"20:49:00","D5","PX",973.8
2024-03-12,"00:00:00","D5","PN",969.5
2024-03-12,NA,"D5","PPT",0
2024-03-12,NA,"D5","RS24h",10.8
2024-03-12,NA,"D5","VVM10",4.6
2024-03-12,NA,"D5","DVM10",271
2024-03-12,"05:21:00","D5","VVX10",13.3
2024-03-12,"05:21:00","D5","DVVX10",345
2024-03-12,NA,"X2","TM",12.6
2024-03-12,"14:10:00","X2","TX",17.4
2024-03-12,"06:15:00","X2","TN",8.9
2024-03-12,NA,"X2","HRM",66
2024-03-12,"22:34:00","X2","HRX",85
2024-03-12,"08:16:00","X2","HRN",53
2024-03-12,NA,"X4","TM",13
2024-03-12,"16:15:00","X4","TX",16
2024-03-12,"06:14:00","X4","TN",9.5
2024-03-12,NA,"X4","HRM",58
2024-03-12,"23:08:00","X4","HRX",68
2024-03-12,"07:46:00","X4","HRN",49
2024-03-12,NA,"X4","PM",1017.4
2024-03-12,"11:38:00","X4","PX",1018.9
2024-03-12,"00:00:00","X4","PN",1014.5
2024-03-12,NA,"X4","PPT",0
2024-03-12,NA,"X4","RS24h",18.3
2024-03-12,NA,"X4","VVM10",1.7
2024-03-12,NA,"X4","DVM10",232
2024-03-12,"04:10:00","X4","VVX10",9.3
2024-03-12,"04:10:00","X4","DVVX10",328
2024-03-12,NA,"X8","TM",12.3
2024-03-12,"12:20:00","X8","TX",16.4
2024-03-12,"06:22:00","X8","TN",8.4
2024-03-12,NA,"X8","HRM",60
2024-03-12,"19:22:00","X8","HRX",75
2024-03-12,"08:27:00","X8","HRN",48
2024-03-12,NA,"X8","PM",1011.5
2024-03-12,"11:30:00","X8","PX",1013.1
2024-03-12,"00:05:00","X8","PN",1008.6
2024-03-12,NA,"X8","PPT",0
2024-03-12,NA,"X8","RS24h",15.3
2024-03-12,NA,"X8","VVM10",2.1
2024-03-12,NA,"X8","DVM10",262
2024-03-12,"04:19:00","X8","VVX10",10.4
2024-03-12,"04:19:00","X8","DVVX10",340
2024-03-13,NA,"D5","TM",13
2024-03-13,"14:23:00","D5","TX",18.4
2024-03-13,"05:54:00","D5","TN",9.4
2024-03-13,NA,"D5","HRM",58
2024-03-13,"05:53:00","D5","HRX",71
2024-03-13,"11:00:00","D5","HRN",48
2024-03-13,NA,"D5","PM",970
2024-03-13,"00:08:00","D5","PX",972.5
2024-03-13,"17:08:00","D5","PN",968
2024-03-13,NA,"D5","PPT",0
2024-03-13,NA,"D5","RS24h",19.9
2024-03-13,NA,"D5","VVM10",3.8
2024-03-13,NA,"D5","DVM10",253
2024-03-13,"19:11:00","D5","VVX10",8.7
2024-03-13,"19:11:00","D5","DVVX10",280
2024-03-13,NA,"X2","TM",13.3
2024-03-13,"10:55:00","X2","TX",19.6
2024-03-13,"06:37:00","X2","TN",7.9
2024-03-13,NA,"X2","HRM",69
2024-03-13,"05:33:00","X2","HRX",90
2024-03-13,"10:32:00","X2","HRN",45
2024-03-13,NA,"X4","TM",14
2024-03-13,"10:57:00","X4","TX",18.3
2024-03-13,"05:20:00","X4","TN",10.4
2024-03-13,NA,"X4","HRM",61
2024-03-13,"05:21:00","X4","HRX",74
2024-03-13,"10:40:00","X4","HRN",42
2024-03-13,NA,"X4","PM",1014.7
2024-03-13,"00:16:00","X4","PX",1017.6
2024-03-13,"16:21:00","X4","PN",1012.3
2024-03-13,NA,"X4","PPT",0
2024-03-13,NA,"X4","RS24h",19.9
2024-03-13,NA,"X4","VVM10",1.7
2024-03-13,NA,"X4","DVM10",241
2024-03-13,"15:26:00","X4","VVX10",9.7
2024-03-13,"15:26:00","X4","DVVX10",221
2024-03-13,NA,"X8","TM",12.5
2024-03-13,"10:55:00","X8","TX",18.1
2024-03-13,"05:55:00","X8","TN",7.1
2024-03-13,NA,"X8","HRM",68
2024-03-13,"05:56:00","X8","HRX",86
2024-03-13,"10:27:00","X8","HRN",44
2024-03-13,NA,"X8","PM",1009
2024-03-13,"00:19:00","X8","PX",1011.7
2024-03-13,"17:04:00","X8","PN",1006.8
2024-03-13,NA,"X8","PPT",0
2024-03-13,NA,"X8","RS24h",19.6
2024-03-13,NA,"X8","VVM10",1.6
2024-03-13,NA,"X8","DVM10",258
2024-03-13,"14:54:00","X8","VVX10",9
2024-03-13,"14:54:00","X8","DVVX10",210
2024-03-14,NA,"D5","TM",12.4
2024-03-14,"13:37:00","D5","TX",18.1
2024-03-14,"07:05:00","D5","TN",9.5
2024-03-14,NA,"D5","HRM",67
2024-03-14,"19:29:00","D5","HRX",100
2024-03-14,"05:17:00","D5","HRN",48
2024-03-14,NA,"D5","PM",969
2024-03-14,"23:01:00","D5","PX",970.2
2024-03-14,"15:56:00","D5","PN",967.9
2024-03-14,NA,"D5","PPT",0
2024-03-14,NA,"D5","RS24h",19.9
2024-03-14,NA,"D5","VVM10",3.8
2024-03-14,NA,"D5","DVM10",240
2024-03-14,"13:43:00","D5","VVX10",9.6
2024-03-14,"13:43:00","D5","DVVX10",209
2024-03-14,NA,"X2","TM",13.7
2024-03-14,"11:51:00","X2","TX",18.9
2024-03-14,"03:03:00","X2","TN",8.6
2024-03-14,NA,"X2","HRM",74
2024-03-14,"03:05:00","X2","HRX",89
2024-03-14,"11:58:00","X2","HRN",52
2024-03-14,NA,"X4","TM",14.1
2024-03-14,"13:32:00","X4","TX",17.8
2024-03-14,"05:53:00","X4","TN",10.4
2024-03-14,NA,"X4","HRM",68
2024-03-14,"23:30:00","X4","HRX",85
2024-03-14,"13:44:00","X4","HRN",52
2024-03-14,NA,"X4","PM",1013.8
2024-03-14,"22:30:00","X4","PX",1015.1
2024-03-14,"16:36:00","X4","PN",1012.6
2024-03-14,NA,"X4","PPT",0
2024-03-14,NA,"X4","RS24h",19.9
2024-03-14,NA,"X4","VVM10",2.3
2024-03-14,NA,"X4","DVM10",240
2024-03-14,"14:56:00","X4","VVX10",11.2
2024-03-14,"14:56:00","X4","DVVX10",248
2024-03-14,NA,"X8","TM",12.9
2024-03-14,"13:43:00","X8","TX",17.9
2024-03-14,"05:51:00","X8","TN",7.8
2024-03-14,NA,"X8","HRM",72
2024-03-14,"20:23:00","X8","HRX",92
2024-03-14,"14:32:00","X8","HRN",52
2024-03-14,NA,"X8","PM",1008
2024-03-14,"22:43:00","X8","PX",1009.2
2024-03-14,"16:33:00","X8","PN",1007
2024-03-14,NA,"X8","PPT",0
2024-03-14,NA,"X8","RS24h",19.5
2024-03-14,NA,"X8","VVM10",2.1
2024-03-14,NA,"X8","DVM10",245
2024-03-14,"14:30:00","X8","VVX10",10.4
2024-03-14,"14:30:00","X8","DVVX10",209
2024-03-15,NA,"D5","TM",13.5
2024-03-15,"15:54:00","D5","TX",17.4
2024-03-15,"07:00:00","D5","TN",10.2
2024-03-15,NA,"D5","HRM",79
2024-03-15,"08:30:00","D5","HRX",100
2024-03-15,"02:49:00","D5","HRN",59
2024-03-15,NA,"D5","PM",971.3
2024-03-15,"23:48:00","D5","PX",974.5
2024-03-15,"02:47:00","D5","PN",968.8
2024-03-15,NA,"D5","PPT",0
2024-03-15,NA,"D5","RS24h",18.1
2024-03-15,NA,"D5","VVM10",1.9
2024-03-15,NA,"D5","DVM10",153
2024-03-15,"02:47:00","D5","VVX10",7
2024-03-15,"02:47:00","D5","DVVX10",276
2024-03-15,NA,"X2","TM",14.6
2024-03-15,"14:08:00","X2","TX",18.1
2024-03-15,"02:10:00","X2","TN",12.4
2024-03-15,NA,"X2","HRM",81
2024-03-15,"23:57:00","X2","HRX",89
2024-03-15,"14:09:00","X2","HRN",65
2024-03-15,NA,"X4","TM",14.8
2024-03-15,"15:00:00","X4","TX",17.2
2024-03-15,"06:17:00","X4","TN",13
2024-03-15,NA,"X4","HRM",77
2024-03-15,"06:31:00","X4","HRX",89
2024-03-15,"15:00:00","X4","HRN",64
2024-03-15,NA,"X4","PM",1015.9
2024-03-15,"23:30:00","X4","PX",1019
2024-03-15,"03:00:00","X4","PN",1013.6
2024-03-15,NA,"X4","PPT",0
2024-03-15,NA,"X4","RS24h",17.9
2024-03-15,NA,"X4","VVM10",1.5
2024-03-15,NA,"X4","DVM10",130
2024-03-15,"11:57:00","X4","VVX10",5.6
2024-03-15,"11:57:00","X4","DVVX10",101
2024-03-15,NA,"X8","TM",14.3
2024-03-15,"14:52:00","X8","TX",18.3
2024-03-15,"01:58:00","X8","TN",11.1
2024-03-15,NA,"X8","HRM",82
2024-03-15,"06:18:00","X8","HRX",97
2024-03-15,"14:52:00","X8","HRN",64
2024-03-15,NA,"X8","PM",1010.1
2024-03-15,"23:42:00","X8","PX",1013.1
2024-03-15,"03:01:00","X8","PN",1007.7
2024-03-15,NA,"X8","PPT",0
2024-03-15,NA,"X8","RS24h",17.3
2024-03-15,NA,"X8","VVM10",1.6
2024-03-15,NA,"X8","DVM10",127
2024-03-15,"11:17:00","X8","VVX10",6.1
2024-03-15,"11:17:00","X8","DVVX10",137
2024-03-16,NA,"D5","TM",15.4
2024-03-16,"13:13:00","D5","TX",20.3
2024-03-16,"18:32:00","D5","TN",12.7
2024-03-16,NA,"D5","HRM",67
2024-03-16,"03:13:00","D5","HRX",83
2024-03-16,"13:46:00","D5","HRN",50
2024-03-16,NA,"D5","PM",975.6
2024-03-16,"10:30:00","D5","PX",977.3
2024-03-16,"04:06:00","D5","PN",974
2024-03-16,NA,"D5","PPT",0
2024-03-16,NA,"D5","RS24h",19.4
2024-03-16,NA,"D5","VVM10",3.9
2024-03-16,NA,"D5","DVM10",212
2024-03-16,"13:35:00","D5","VVX10",9.9
2024-03-16,"13:35:00","D5","DVVX10",206
2024-03-16,NA,"X2","TM",15.4
2024-03-16,"12:43:00","X2","TX",20.3
2024-03-16,"06:00:00","X2","TN",10.9
2024-03-16,NA,"X2","HRM",77
2024-03-16,"06:30:00","X2","HRX",95
2024-03-16,"13:10:00","X2","HRN",52
2024-03-16,NA,"X4","TM",16.1
2024-03-16,"13:39:00","X4","TX",19.4
2024-03-16,"06:05:00","X4","TN",13.4
2024-03-16,NA,"X4","HRM",72
2024-03-16,"04:01:00","X4","HRX",93
2024-03-16,"12:14:00","X4","HRN",53
2024-03-16,NA,"X4","PM",1020.2
2024-03-16,"10:00:00","X4","PX",1021.9
2024-03-16,"04:06:00","X4","PN",1018.6
2024-03-16,NA,"X4","PPT",0
2024-03-16,NA,"X4","RS24h",19.2
2024-03-16,NA,"X4","VVM10",1.3
2024-03-16,NA,"X4","DVM10",209
2024-03-16,"15:28:00","X4","VVX10",7.4
2024-03-16,"15:28:00","X4","DVVX10",212
2024-03-16,NA,"X8","TM",15.5
2024-03-16,"12:49:00","X8","TX",21
2024-03-16,"05:45:00","X8","TN",11.4
2024-03-16,NA,"X8","HRM",75
2024-03-16,"05:49:00","X8","HRX",99
2024-03-16,"12:43:00","X8","HRN",48
2024-03-16,NA,"X8","PM",1014.4
2024-03-16,"10:28:00","X8","PX",1016.1
2024-03-16,"04:05:00","X8","PN",1012.7
2024-03-16,NA,"X8","PPT",0
2024-03-16,NA,"X8","RS24h",18.6
2024-03-16,NA,"X8","VVM10",1.5
2024-03-16,NA,"X8","DVM10",233
2024-03-16,"15:55:00","X8","VVX10",7.1
2024-03-16,"15:55:00","X8","DVVX10",170
2024-03-17,NA,"D5","TM",16
2024-03-17,"12:23:00","D5","TX",20.3
2024-03-17,"21:32:00","D5","TN",11.8
2024-03-17,NA,"D5","HRM",67
2024-03-17,"21:30:00","D5","HRX",100
2024-03-17,"04:49:00","D5","HRN",51
2024-03-17,NA,"D5","PM",972.9
2024-03-17,"00:02:00","D5","PX",975.2
2024-03-17,"23:58:00","D5","PN",971.3
2024-03-17,NA,"D5","PPT",0
2024-03-17,NA,"D5","RS24h",18.9
2024-03-17,NA,"D5","VVM10",3.5
2024-03-17,NA,"D5","DVM10",252
2024-03-17,"04:01:00","D5","VVX10",11.3
2024-03-17,"04:01:00","D5","DVVX10",268
2024-03-17,NA,"X2","TM",14.9
2024-03-17,"10:18:00","X2","TX",19.9
2024-03-17,"02:23:00","X2","TN",12.7
2024-03-17,NA,"X2","HRM",82
2024-03-17,"23:53:00","X2","HRX",94
2024-03-17,"10:44:00","X2","HRN",66
2024-03-17,NA,"X4","TM",15.2
2024-03-17,"11:02:00","X4","TX",18.8
2024-03-17,"23:38:00","X4","TN",13.6
2024-03-17,NA,"X4","HRM",81
2024-03-17,"23:30:00","X4","HRX",100
2024-03-17,"11:02:00","X4","HRN",66
2024-03-17,NA,"X4","PM",1017.5
2024-03-17,"00:00:00","X4","PX",1019.9
2024-03-17,"23:58:00","X4","PN",1015.8
2024-03-17,NA,"X4","PPT",0
2024-03-17,NA,"X4","RS24h",18.8
2024-03-17,NA,"X4","VVM10",1.6
2024-03-17,NA,"X4","DVM10",222
2024-03-17,"13:49:00","X4","VVX10",6.4
2024-03-17,"13:49:00","X4","DVVX10",203
2024-03-17,NA,"X8","TM",15
2024-03-17,"13:07:00","X8","TX",19.2
2024-03-17,"23:34:00","X8","TN",11.9
2024-03-17,NA,"X8","HRM",81
2024-03-17,"23:30:00","X8","HRX",100
2024-03-17,"09:02:00","X8","HRN",60
2024-03-17,NA,"X8","PM",1011.7
2024-03-17,"00:00:00","X8","PX",1014
2024-03-17,"23:56:00","X8","PN",1010
2024-03-17,NA,"X8","PPT",0
2024-03-17,NA,"X8","RS24h",18.3
2024-03-17,NA,"X8","VVM10",1.5
2024-03-17,NA,"X8","DVM10",209
2024-03-17,"12:35:00","X8","VVX10",5.3
2024-03-17,"12:35:00","X8","DVVX10",184
2024-03-18,NA,"D5","TM",16.2
2024-03-18,"13:58:00","D5","TX",21.6
2024-03-18,"19:11:00","D5","TN",13.7
2024-03-18,NA,"D5","HRM",61
2024-03-18,"08:31:00","D5","HRX",74
2024-03-18,"14:16:00","D5","HRN",45
2024-03-18,NA,"D5","PM",970
2024-03-18,"00:00:00","D5","PX",971.4
2024-03-18,"16:30:00","D5","PN",968.8
2024-03-18,NA,"D5","PPT",0
2024-03-18,NA,"D5","RS24h",19.5
2024-03-18,NA,"D5","VVM10",3
2024-03-18,NA,"D5","DVM10",227
2024-03-18,"09:02:00","D5","VVX10",6.7
2024-03-18,"09:02:00","D5","DVVX10",73
2024-03-18,NA,"X2","TM",15
2024-03-18,"13:13:00","X2","TX",19.8
2024-03-18,"06:10:00","X2","TN",11.6
2024-03-18,NA,"X2","HRM",78
2024-03-18,"06:30:00","X2","HRX",96
2024-03-18,"15:34:00","X2","HRN",51
2024-03-18,NA,"X4","TM",15.5
2024-03-18,"15:36:00","X4","TX",19.7
2024-03-18,"05:40:00","X4","TN",11.9
2024-03-18,NA,"X4","HRM",76
2024-03-18,"10:30:00","X4","HRX",100
2024-03-18,"15:44:00","X4","HRN",46
2024-03-18,NA,"X4","PM",1014.4
2024-03-18,"10:23:00","X4","PX",1016
2024-03-18,"16:31:00","X4","PN",1012.8
2024-03-18,NA,"X4","PPT",0
2024-03-18,NA,"X4","RS24h",15.7
2024-03-18,NA,"X4","VVM10",1.4
2024-03-18,NA,"X4","DVM10",192
2024-03-18,"08:42:00","X4","VVX10",5.5
2024-03-18,"08:42:00","X4","DVVX10",83
2024-03-18,NA,"X8","TM",15.5
2024-03-18,"13:09:00","X8","TX",21.2
2024-03-18,"06:05:00","X8","TN",10.5
2024-03-18,NA,"X8","HRM",74
2024-03-18,"06:30:00","X8","HRX",100
2024-03-18,"14:03:00","X8","HRN",45
2024-03-18,NA,"X8","PM",1008.6
2024-03-18,"00:02:00","X8","PX",1010.1
2024-03-18,"16:31:00","X8","PN",1007.3
2024-03-18,NA,"X8","PPT",0
2024-03-18,NA,"X8","RS24h",18.8
2024-03-18,NA,"X8","VVM10",1.5
2024-03-18,NA,"X8","DVM10",228
2024-03-18,"10:01:00","X8","VVX10",5.3
2024-03-18,"10:01:00","X8","DVVX10",109
2024-03-19,NA,"D5","TM",15.8
2024-03-19,"13:03:00","D5","TX",22
2024-03-19,"19:56:00","D5","TN",11.9
2024-03-19,NA,"D5","HRM",62
2024-03-19,"18:01:00","D5","HRX",86
2024-03-19,"14:19:00","D5","HRN",45
2024-03-19,NA,"D5","PM",969.2
2024-03-19,"21:41:00","D5","PX",970.4
2024-03-19,"03:09:00","D5","PN",968.1
2024-03-19,NA,"D5","PPT",0
2024-03-19,NA,"D5","RS24h",17.9
2024-03-19,NA,"D5","VVM10",1.8
2024-03-19,NA,"D5","DVM10",188
2024-03-19,"13:11:00","D5","VVX10",5.8
2024-03-19,"13:11:00","D5","DVVX10",181
2024-03-19,NA,"X2","TM",15.6
2024-03-19,"14:00:00","X2","TX",20.4
2024-03-19,"03:10:00","X2","TN",12.3
2024-03-19,NA,"X2","HRM",75
2024-03-19,"05:46:00","X2","HRX",89
2024-03-19,"13:53:00","X2","HRN",53
2024-03-19,NA,"X4","TM",16.5
2024-03-19,"13:03:00","X4","TX",19.8
2024-03-19,"04:24:00","X4","TN",14.1
2024-03-19,NA,"X4","HRM",65
2024-03-19,"18:43:00","X4","HRX",78
2024-03-19,"13:57:00","X4","HRN",49
2024-03-19,NA,"X4","PM",1013.4
2024-03-19,"21:30:00","X4","PX",1014.7
2024-03-19,"03:12:00","X4","PN",1012.1
2024-03-19,NA,"X4","PPT",0
2024-03-19,NA,"X4","RS24h",17
2024-03-19,NA,"X4","VVM10",1.3
2024-03-19,NA,"X4","DVM10",122
2024-03-19,"17:44:00","X4","VVX10",5.7
2024-03-19,"17:44:00","X4","DVVX10",69
2024-03-19,NA,"X8","TM",16.4
2024-03-19,"11:00:00","X8","TX",21.5
2024-03-19,"03:49:00","X8","TN",12.6
2024-03-19,NA,"X8","HRM",65
2024-03-19,"23:02:00","X8","HRX",82
2024-03-19,"14:30:00","X8","HRN",46
2024-03-19,NA,"X8","PM",1007.6
2024-03-19,"21:37:00","X8","PX",1009
2024-03-19,"02:52:00","X8","PN",1006.3
2024-03-19,NA,"X8","PPT",0
2024-03-19,NA,"X8","RS24h",17
2024-03-19,NA,"X8","VVM10",1.3
2024-03-19,NA,"X8","DVM10",148
2024-03-19,"14:42:00","X8","VVX10",5.6
2024-03-19,"14:42:00","X8","DVVX10",158
2024-03-20,NA,"D5","TM",14
2024-03-20,"12:49:00","D5","TX",18.5
2024-03-20,"23:44:00","D5","TN",11.3
2024-03-20,NA,"D5","HRM",77
2024-03-20,"23:30:00","D5","HRX",100
2024-03-20,"12:42:00","D5","HRN",50
2024-03-20,NA,"D5","PM",971.1
2024-03-20,"23:00:00","D5","PX",974.5
2024-03-20,"03:35:00","D5","PN",968.5
2024-03-20,NA,"D5","PPT",0
2024-03-20,NA,"D5","RS24h",16.3
2024-03-20,NA,"D5","VVM10",3.4
2024-03-20,NA,"D5","DVM10",74
2024-03-20,"08:04:00","D5","VVX10",8.9
2024-03-20,"08:04:00","D5","DVVX10",65
2024-03-20,NA,"X2","TM",15.2
2024-03-20,"12:05:00","X2","TX",18.6
2024-03-20,"04:44:00","X2","TN",12.6
2024-03-20,NA,"X2","HRM",80
2024-03-20,"18:37:00","X2","HRX",88
2024-03-20,"13:41:00","X2","HRN",70
2024-03-20,NA,"X4","TM",15.6
2024-03-20,"13:38:00","X4","TX",18.1
2024-03-20,"06:04:00","X4","TN",13.8
2024-03-20,NA,"X4","HRM",77
2024-03-20,"18:49:00","X4","HRX",99
2024-03-20,"13:19:00","X4","HRN",64
2024-03-20,NA,"X4","PM",1015.6
2024-03-20,"23:04:00","X4","PX",1019.3
2024-03-20,"03:42:00","X4","PN",1012.7
2024-03-20,NA,"X4","PPT",0
2024-03-20,NA,"X4","RS24h",16.7
2024-03-20,NA,"X4","VVM10",2.4
2024-03-20,NA,"X4","DVM10",71
2024-03-20,"19:58:00","X4","VVX10",7.6
2024-03-20,"19:58:00","X4","DVVX10",74
2024-03-20,NA,"X8","TM",15.4
2024-03-20,"12:42:00","X8","TX",19.2
2024-03-20,"04:21:00","X8","TN",12.6
2024-03-20,NA,"X8","HRM",75
2024-03-20,"22:43:00","X8","HRX",89
2024-03-20,"12:21:00","X8","HRN",53
2024-03-20,NA,"X8","PM",1009.7
2024-03-20,"23:00:00","X8","PX",1013.5
2024-03-20,"03:37:00","X8","PN",1007
2024-03-20,NA,"X8","PPT",0
2024-03-20,NA,"X8","RS24h",16.5
2024-03-20,NA,"X8","VVM10",2.4
2024-03-20,NA,"X8","DVM10",75
2024-03-20,"20:24:00","X8","VVX10",7.9
2024-03-20,"20:24:00","X8","DVVX10",72
2024-03-21,NA,"D5","TM",14.5
2024-03-21,"23:40:00","D5","TX",19.8
2024-03-21,"06:43:00","D5","TN",9.9
2024-03-21,NA,"D5","HRM",78
2024-03-21,"07:30:00","D5","HRX",100
2024-03-21,"23:57:00","D5","HRN",37
2024-03-21,NA,"D5","PM",975.5
2024-03-21,"10:32:00","D5","PX",977.4
2024-03-21,"00:35:00","D5","PN",973.9
2024-03-21,NA,"D5","PPT",0
2024-03-21,NA,"D5","RS24h",18.3
2024-03-21,NA,"D5","VVM10",2.6
2024-03-21,NA,"D5","DVM10",41
2024-03-21,"09:47:00","D5","VVX10",7.2
2024-03-21,"09:47:00","D5","DVVX10",78
2024-03-21,NA,"X2","TM",15.2
2024-03-21,"13:20:00","X2","TX",18.2
2024-03-21,"23:40:00","X2","TN",13.4
2024-03-21,NA,"X2","HRM",79
2024-03-21,"23:30:00","X2","HRX",91
2024-03-21,"13:21:00","X2","HRN",66
2024-03-21,NA,"X4","TM",15.2
2024-03-21,"14:55:00","X4","TX",17.5
2024-03-21,"06:52:00","X4","TN",13.6
2024-03-21,NA,"X4","HRM",79
2024-03-21,"02:21:00","X4","HRX",95
2024-03-21,"13:15:00","X4","HRN",66
2024-03-21,NA,"X4","PM",1020.3
2024-03-21,"10:30:00","X4","PX",1022.5
2024-03-21,"23:57:00","X4","PN",1018.1
2024-03-21,NA,"X4","PPT",0
2024-03-21,NA,"X4","RS24h",18.2
2024-03-21,NA,"X4","VVM10",2
2024-03-21,NA,"X4","DVM10",92
2024-03-21,"11:23:00","X4","VVX10",7
2024-03-21,"11:23:00","X4","DVVX10",84
2024-03-21,NA,"X8","TM",14.9
2024-03-21,"12:05:00","X8","TX",18.1
2024-03-21,"06:47:00","X8","TN",12.8
2024-03-21,NA,"X8","HRM",81
2024-03-21,"03:51:00","X8","HRX",91
2024-03-21,"12:33:00","X8","HRN",65
2024-03-21,NA,"X8","PM",1014.4
2024-03-21,"10:47:00","X8","PX",1016.3
2024-03-21,"23:58:00","X8","PN",1012.3
2024-03-21,NA,"X8","PPT",0
2024-03-21,NA,"X8","RS24h",15.3
